sample_id,user_id,total_asset,cash_available,risk_preference,current_stock_position_value,action,market,stock_code,trade_time,volume_lot,volume_share,estimated_price,estimated_amount,volatility_20d,return_5d,abs_return_5d,avg_volume_20d,turnover_rate,estimated_amount_ratio,current_position_ratio,holding_ratio_after_trade,trade_volume_to_avg_volume,concentration_risk,volatility_risk,liquidity_risk,overall_risk_level,risk_preference_code,trade_hour
S000362,U0010,1331127.0,30134.69,moderate,153016.05,buy,SZSE,316121,2026-01-05 10:35:00,4,400,51.9987,20799.48,0.1985854711692605,0.084739,0.9612270518215678,8185.31,1.5012743683276655,0.031611168112363454,2.026960273535185,0.5171003158240826,0.466375043959115,0,0,0,low,1.5707963267948966,10
S000206,U0129,1200106.0,72300.85,moderate,19073.09,buy,SZSE,519580,2026-01-05 10:31:00,22,2200,28.807,63375.4,0.921337253157332,0.028359,0.3213850090383001,82664.39,2.2629097530160363,0.2229042038603855,0.2654105177749166,0.20283838680366126,0.2287377429981737,0,0,0,low,1.5707963267948966,10
S000573,U0164,831838.0,170358.69,moderate,95321.26,buy,SZSE,490257,2026-01-05 12:23:00,20,2000,59.1902,118380.4,1.4622415316470851,0.033155,0.3758135730182318,29189.93,1.8396989968318131,0.683371806936256,2.020538385911598,1.1586860348409642,0.6761891465377238,0,1,0,medium,1.5707963267948966,12
S000450,U0111,553193.0,8903.38,moderate,58402.15,buy,SZSE,47766,2026-01-05 12:11:00,2,200,43.2376,8647.52,0.29946269594821406,-0.133859,1.5186772316994344,2489.92,1.8648682120928166,0.03164481430948716,1.860168133770279,0.4694969627491793,0.8022689406258066,0,0,0,low,1.5707963267948966,12
S000278,U0197,548121.0,260983.75,moderate,5393.82,buy,SZSE,578998,2026-01-05 09:53:00,205,20500,11.0491,226506.55,1.8285351009224118,0.175196,1.9878001568951051,321697.1,1.9927406235247787,2.0772197476972294,0.1577842833815317,2.0026848386426517,0.6250165013827694,1,1,0,medium_high,1.5707963267948966,9
S000309,U0021,1164345.0,249317.17,moderate,82929.82,buy,SZSE,358839,2026-01-05 11:25:00,33,3300,64.3026,212198.58,0.07213170990448481,0.051715,0.5864462142750152,15198.18,1.930830752935743,0.8888262389516571,1.2493590051153922,1.141258657381674,2.2631283422574295,0,0,1,medium,1.5707963267948966,11
S000582,U0174,791068.0,199593.17,moderate,49509.35,buy,SZSE,860309,2026-01-05 11:03:00,27,2700,71.8215,193918.05,0.0,-0.047972,0.5439678750388007,49863.88,2.2177438095286,1.212361279517762,1.0957339311495302,1.416777218028334,0.5227496960698327,1,0,0,medium,1.5707963267948966,11
S000587,U0180,721102.0,303895.62,moderate,34175.17,buy,SZSE,987856,2026-01-05 12:16:00,40,4000,65.1135,260454.0,0.7443008350308683,0.100406,1.139027784072108,69674.5,3.050834169746091,1.8094236455157615,0.8255697263379861,1.9290385171635538,0.5575863564945033,1,0,0,medium,1.5707963267948966,12
S000382,U0129,870431.0,76623.3,conservative,67418.25,buy,SZSE,59174,2026-01-05 10:23:00,10,1000,64.5888,64588.8,0.7178946023851095,0.119489,1.3555958171056854,14591.05,0.5264205361369177,0.3329749596242605,1.3601354551998535,0.62415915417191,0.6763853056389993,0,0,0,low,0.0,10
S000279,U0140,1651348.0,848688.39,aggressive,13125.44,buy,SZSE,277821,2026-01-05 09:39:00,140,14000,50.6505,709107.0,1.3220516895122487,0.228503,2.5927675172116653,184072.13,2.1896150784900845,2.1604046710668086,0.12413503619393651,2.075194820574355,0.756706851540105,1,1,0,medium_high,3.141592653589793,9
S000327,U0064,1229036.0,118534.0,conservative,120824.87,buy,SZSE,458741,2026-01-05 09:33:00,13,1300,79.18,102934.0,0.928741139028988,-0.074556,0.8456628176665125,25927.13,3.0247317738345205,0.38209933346701125,1.7309909741947571,0.7785729395552062,0.4799633063192186,0,0,0,low,0.0,9
S000059,U0031,369997.0,69860.32,moderate,35836.89,buy,SZSE,352571,2026-01-05 11:23:00,28,2800,21.7834,60993.52,0.6650821370935921,-0.141509,1.6054951037691751,10521.93,0.03154150598915993,0.7993166536713723,1.7051809004934573,1.1830794469673442,2.78614552801082,0,0,1,medium,1.5707963267948966,11
S000333,U0068,636831.0,210144.03,moderate,15348.25,buy,SZSE,969453,2026-01-05 11:42:00,70,7000,20.5006,143504.2,0.6612736012483277,-0.215448,2.4446096976207543,75127.74,0.08417289468113097,1.110530652348553,0.41137371235801157,1.120793270504914,0.9394914686377319,0,1,0,medium,1.5707963267948966,11
S000148,U0133,1543032.0,211314.02,moderate,45631.25,buy,SZSE,366602,2026-01-05 10:00:00,47,4700,34.0266,159925.02,0.07674113301524343,0.083253,0.9443628220312886,24548.6,2.04955799399215,0.48443491082699885,0.5086718983674263,0.5304988022814897,1.9889727730727507,0,0,1,medium,1.5707963267948966,10
S000311,U0072,832585.0,104826.46,aggressive,64883.21,buy,SSE,690215,2026-01-05 10:16:00,28,2800,30.6042,85691.76,0.6326894161827353,0.103148,1.1701460331198505,127425.24,2.1055488330261616,0.4807265236999777,1.3685993369967757,0.7724371935678693,0.17919107205939902,0,0,0,low,3.141592653589793,10
S000126,U0077,482366.0,236053.98,moderate,40115.92,buy,SZSE,224414,2026-01-05 10:24:00,65,6500,27.4098,178163.7,0.3638505750266242,-0.020194,0.2287225351233412,186284.17,1.3295691286233629,1.8514295335615394,1.4616933232111904,2.15218672599041,0.31714591314511165,1,0,0,medium,1.5707963267948966,10
S000380,U0189,1839605.0,140824.12,conservative,95148.95,buy,SZSE,551108,2026-01-05 11:59:00,21,2100,49.7433,104460.93,0.6106678972710858,0.066482,0.7540330792232329,44189.69,2.6796149069505932,0.24336078303089842,0.90256053547617,0.40500626521791094,0.45200630970395284,0,0,0,low,0.0,11
S000576,U0011,552700.0,148696.66,aggressive,59565.94,buy,SSE,687376,2026-01-05 11:28:00,57,5700,25.6406,146151.42,0.04465378638547468,0.060934,0.6910702616751384,28025.84,1.590619750043367,1.3116394259161817,1.8992868240293073,1.7442833383624694,2.116329576791837,0,0,1,medium,3.141592653589793,11
S000502,U0110,1215191.0,24944.72,conservative,111931.63,buy,SZSE,574039,2026-01-05 11:10:00,12,1200,15.4212,18505.44,0.4042925010446433,-0.071859,0.8150552619838862,13168.57,0.4138522873742523,0.029568473530104715,1.6207675679036486,0.39907326650299724,0.9176166855497124,0,0,0,low,0.0,11
S000160,U0038,1659611.0,593907.52,aggressive,126366.14,buy,SZSE,348276,2026-01-05 11:40:00,201,20100,20.025,402502.5,0.7495728627137984,-0.069649,0.7899745433859611,283350.98,1.9226454255150565,1.1989528583896836,1.336807143292777,1.472392034090858,0.7020302517040107,0,0,0,low,3.141592653589793,11
S000506,U0161,389329.0,8927.32,moderate,51259.94,buy,SZSE,452963,2026-01-05 10:48:00,1,100,66.2033,6620.33,0.2786511506031386,0.093598,1.061765552300762,3603.75,2.7020645671728016,0.038705628260931595,2.324110348048559,0.6089714941391208,0.24085977747607037,0,0,0,low,1.5707963267948966,10
S000530,U0165,659592.0,171571.22,moderate,87167.53,buy,SZSE,76538,2026-01-05 11:52:00,353,35300,4.6591,164466.23,0.05103783739387535,0.061443,0.696846771071674,572460.36,2.2137444638833137,1.234025057488746,2.3328496847766402,1.7914898309196585,0.6030099489256842,1,0,0,medium,1.5707963267948966,11
S000145,U0043,305118.0,138373.21,moderate,49431.31,buy,SZSE,196920,2026-01-05 09:43:00,31,3100,37.1863,115277.53,3.0562722318096496,0.218349,2.4775323965585736,30865.37,1.7220915725560868,1.8949492432439614,2.8637269138437396,2.595576879323011,1.0170319760883102,1,1,1,high,1.5707963267948966,9
S000137,U0124,868435.0,329167.37,moderate,62634.54,buy,SSE,654531,2026-01-05 11:24:00,81,8100,37.0092,299774.52,0.7455569028285499,0.045975,0.5213044383690919,117535.36,0.8575663555666441,1.7271114139532306,1.2653460607777776,1.9733818647468986,0.6804460232782507,1,0,0,medium,1.5707963267948966,11
S000101,U0012,1311564.0,640932.36,moderate,18871.16,buy,SSE,602291,2026-01-05 11:08:00,114,11400,53.2646,607216.44,1.2911512693335006,-0.125302,1.4215660511372414,42814.94,2.429495830294372,2.333061417776782,0.23865546828008696,2.278349568289821,2.787760396866884,1,0,1,medium_high,1.5707963267948966,11
S000029,U0163,255376.0,104564.32,moderate,32953.88,buy,SZSE,549291,2026-01-05 11:34:00,14,1400,62.7172,87804.08,1.0315543215144602,-0.11269,1.2784357240073627,43458.21,0.8222921269752168,1.7200806963707729,2.2774900010620085,2.2555141917536528,0.28854886337086644,1,0,0,medium,1.5707963267948966,11
S000577,U0101,1055312.0,209114.12,moderate,48225.32,buy,SZSE,930656,2026-01-05 09:56:00,45,4500,43.3414,195036.3,2.6449618840788762,0.188758,2.141711788399658,23515.36,2.7441376833612163,0.9020310851531016,0.7954229712899021,1.0246482995478063,1.9879835417639775,0,1,1,medium_high,1.5707963267948966,9
S000217,U0127,1207130.0,209722.17,aggressive,90340.51,buy,SZSE,557888,2026-01-05 11:34:00,40,4000,47.088,188352.0,2.688434505792219,-0.21697,2.4618824821031264,51817.58,0.861459051994723,0.7539622487568004,1.3136374535926683,1.0264788656650283,0.7688452237112491,0,1,0,medium,3.141592653589793,11
S000064,U0096,1773803.0,399706.18,conservative,163495.38,buy,SZSE,718622,2026-01-05 12:25:00,54,5400,52.5315,283670.1,0.38467364392947656,-0.204647,2.3220319412514376,80266.9,0.8845486075201775,0.7739703663060176,1.6218684984903522,1.1342631146571496,0.6629350060218724,1,1,0,medium_high,0.0,12
S000060,U0109,1607908.0,282773.55,conservative,52206.6,buy,SZSE,941586,2026-01-05 12:06:00,43,4300,63.2294,271886.42,0.334995586353275,0.049263,0.55861910024691,47682.15,1.4697861869471092,0.8211536529660803,0.5601741460803177,0.877617673918878,0.9075193504290747,1,0,0,medium,0.0,12
S000166,U0108,891848.0,190031.25,moderate,112623.52,buy,SSE,651278,2026-01-05 11:29:00,68,6800,20.558,139794.4,2.360157153622875,0.162808,1.84721194784936,79253.21,2.996976315056232,0.7576354977299447,2.228417767315731,1.2913706149289186,0.8607533975939013,0,1,0,medium,1.5707963267948966,11
S000476,U0065,1013980.0,43699.61,moderate,82982.8,buy,SZSE,533990,2026-01-05 12:18:00,13,1300,33.4762,43519.06,0.005606210858460248,0.051288,0.5816003016771355,5612.9,1.9799160551555597,0.17202786121511016,1.4381098287177916,0.4875416223600305,2.417730972415138,0,0,1,medium,1.5707963267948966,12
S000049,U0150,1303510.0,39932.26,moderate,157084.2,buy,SZSE,426160,2026-01-05 11:41:00,7,700,41.8546,29298.22,1.3964189696254516,-0.055607,0.6306155159868364,2636.36,2.1100014378445806,0.0668570515562111,2.125767860097005,0.5801150518112901,2.7798105607586314,0,0,1,medium,1.5707963267948966,11
S000535,U0002,722188.0,566269.96,aggressive,15702.87,buy,SZSE,463520,2026-01-05 11:09:00,218,21800,17.7841,387693.38,0.15117179269621928,0.127838,1.4503464594468969,449727.43,1.4067298372730914,2.7130494266508878,0.3694508588908216,2.6908304123729114,0.46216568534600644,1,0,0,medium,3.141592653589793,11
S000386,U0094,324525.0,133008.68,moderate,21463.04,buy,SZSE,567296,2026-01-05 09:40:00,20,2000,53.1549,106309.8,0.7473430542839689,0.009721,0.10986716594864873,64896.62,1.1370406292592683,1.6365470666952233,1.1588863753504364,1.8535711269970798,0.2736355393407968,1,0,0,medium,1.5707963267948966,9
S000229,U0183,1936213.0,165676.7,moderate,301634.02,buy,SZSE,256916,2026-01-05 10:04:00,71,7100,18.1585,128925.35,0.6335191123426721,-0.138702,1.573639186527376,106982.59,0.0,0.2937885097145242,2.753088991448996,0.9833082221198232,0.6532219804306252,0,0,0,low,1.5707963267948966,10
S000367,U0059,400545.0,46108.38,conservative,25843.92,buy,SSE,615965,2026-01-05 09:46:00,11,1100,34.1388,37552.68,1.6107110500446224,-0.161551,1.8329465798504496,23876.3,0.46866998501897994,0.43355712767175486,1.1301693540961006,0.6577747230434324,0.4365056829754536,0,1,0,medium,0.0,9
S000342,U0062,1192922.0,112475.1,conservative,2295.97,buy,SSE,692282,2026-01-05 11:46:00,13,1300,65.8448,85598.24,3.0518644709599863,0.086126,0.9769677562085913,42075.39,2.1034158486820087,0.3203800665009488,0.017017744352505408,0.22812476048909588,0.27447559576416886,0,1,0,medium,0.0,11
S000103,U0173,1529762.0,86098.76,conservative,131190.83,buy,SZSE,282394,2026-01-05 11:51:00,16,1600,50.8175,81308.0,0.37063218877832804,-0.09088,1.0309196730477481,27369.3,2.545476854007682,0.22466666780696704,1.5078232217147611,0.559417257239488,0.5687970039667459,0,0,0,low,0.0,11
S000202,U0081,385504.0,25405.77,moderate,42535.99,buy,SZSE,337445,2026-01-05 11:12:00,34,3400,5.3227,18097.18,2.8382119479974337,-0.189484,2.1499509746901984,56353.14,1.2351312467859963,0.19273601516228206,1.944917382670584,0.6527313846419048,0.5888096103715083,0,1,0,medium,1.5707963267948966,11
S000542,U0059,1470945.0,234748.93,conservative,87150.75,buy,SZSE,752141,2026-01-05 12:21:00,34,3400,51.5973,175430.82,0.5164340035505132,-0.062716,0.7112937189337368,133089.99,1.164769425733255,0.5647981838487992,1.0363873529503411,0.760551642606007,0.2173438570840209,0,0,0,low,0.0,12
S000022,U0027,1686073.0,1200077.02,moderate,51878.47,buy,SZSE,93944,2026-01-05 09:54:00,236,23600,34.4802,813732.72,0.03802197888487058,-0.119924,1.3605325196351414,321429.94,1.7098535748815098,2.434148381674701,0.529946479480473,2.4613369554297746,0.7285672571767823,1,0,0,medium,1.5707963267948966,9
S000027,U0009,693867.0,473441.78,moderate,37835.87,buy,SZSE,99263,2026-01-05 11:01:00,592,59200,5.7865,342560.8,1.081468612025088,0.000464,0.004811866373538586,802919.53,0.9038254535304585,2.4911409753062963,0.9524678475676519,2.6382742766045797,0.7318670440834864,1,0,0,medium,1.5707963267948966,11
S000038,U0039,411646.0,179594.64,conservative,22790.48,buy,SZSE,232179,2026-01-05 09:50:00,22,2200,61.888,136153.6,1.0462814283533342,0.02213,0.2506936985647816,17884.98,2.64607372813879,1.652846591330281,0.967321430195043,1.8149502094434118,1.25806164421769,1,0,1,medium_high,0.0,9
S000447,U0147,1474279.0,525765.76,moderate,42509.04,buy,SZSE,897226,2026-01-05 10:28:00,64,6400,79.2365,507113.6,0.58881923172609,-0.044673,0.5065283770050654,47523.99,1.1283220557525435,1.7208586232006013,0.49553613022356896,1.747347757745285,1.382575796094068,1,0,1,medium_high,1.5707963267948966,10
S000395,U0184,604546.0,11131.25,conservative,9693.74,buy,SZSE,118947,2026-01-05 11:15:00,3,300,25.6495,7694.85,0.7279719536610055,-0.114849,1.3029376567914897,9052.95,1.947414706211531,0.016706211467263997,0.2679340690519172,0.0,0.29841020958904424,0,0,0,low,0.0,11
S000282,U0095,1250822.0,27249.18,conservative,22277.54,buy,SZSE,552846,2026-01-05 09:43:00,14,1400,17.0995,23939.3,0.7326793270128681,0.071193,0.8074970001801676,19977.28,2.6322359922060983,0.04968637851764294,0.2995086017903005,0.041575938733878604,0.6928775128870653,0,0,0,low,0.0,9
S000352,U0077,1731397.0,344386.82,moderate,141230.85,buy,SSE,679368,2026-01-05 10:21:00,71,7100,33.3682,236914.22,0.3188107494556236,0.059889,0.6792108268629973,120373.17,1.2440364564228343,0.6551908017398356,1.4333397815432256,0.9631589422128933,0.5743879120911786,0,0,0,low,1.5707963267948966,10
S000133,U0057,1215973.0,342790.04,aggressive,55818.83,buy,SZSE,971743,2026-01-05 10:58:00,38,3800,73.5688,279561.44,1.1166615574757306,-0.188156,2.1348798460485487,16665.55,0.7466511696706971,1.1340238265328737,0.7991034688432868,1.2547232836124984,2.3793509546373777,0,1,1,medium_high,3.141592653589793,10
S000462,U0075,1179729.0,113166.71,conservative,13217.82,buy,SZSE,772907,2026-01-05 09:47:00,22,2200,45.6473,100424.06,1.2200566796289363,0.057501,0.6521100322875016,34286.97,2.535905086763296,0.3891623081834086,0.1820321417372991,0.34315559924171046,0.6297125737594129,0,0,0,low,0.0,9
S000403,U0057,287650.0,90047.71,aggressive,9759.59,buy,SZSE,39932,2026-01-05 11:15:00,26,2600,28.1058,73075.08,2.319957222318171,0.207638,2.3559760269194894,34224.67,2.6835342656829737,1.2581857537031587,0.5861380406437557,1.3164722712221175,0.7557612941956333,0,1,0,medium,3.141592653589793,11
S000235,U0041,1390089.0,490588.19,aggressive,109759.26,buy,SSE,657302,2026-01-05 10:18:00,69,6900,52.4441,361864.29,1.282865831291912,0.144638,1.6410053157569162,244066.54,1.4557351525800026,1.2904722123100878,1.3868908603498558,1.5770443151349527,0.24643520216572626,0,0,0,low,3.141592653589793,10
S000240,U0089,488905.0,406216.66,aggressive,3000.07,buy,SSE,600928,2026-01-05 10:44:00,84,8400,35.2917,296450.28,1.1437995360403224,-0.144894,1.6439105935673548,280891.59,0.42145104410029677,3.070727691726662,0.09191232190353665,2.964665032998413,0.26388129577835084,1,0,0,medium,3.141592653589793,10
S000069,U0163,907372.0,308739.79,aggressive,47188.14,buy,SZSE,259382,2026-01-05 11:11:00,54,5400,49.0675,264964.5,0.09886636394688508,0.128124,1.453592199500746,29006.54,0.20274016191172622,1.4535366031391563,0.9075894996163699,1.6011311177213483,1.9324632549060117,0,0,1,medium,3.141592653589793,11
S000249,U0045,1551806.0,240893.49,conservative,72807.26,buy,SZSE,566569,2026-01-05 11:48:00,25,2500,75.3345,188336.25,0.16528238919402904,-0.019501,0.2208578573005529,128714.01,1.6303999080618172,0.5756114233748763,0.8171191816100356,0.7086024789450723,0.15195336107624646,0,0,0,low,0.0,11
S000418,U0051,400281.0,63570.98,moderate,60374.74,buy,SZSE,268567,2026-01-05 11:10:00,16,1600,35.5917,56946.72,1.2142257593938268,-0.073576,0.8345410510484281,5805.75,0.5273270544831827,0.6831403992991574,2.664981468581659,1.3425134620324906,2.8873508103919225,0,0,1,medium,1.5707963267948966,11
S000398,U0122,1176712.0,511264.86,moderate,6233.49,buy,SZSE,125325,2026-01-05 10:07:00,145,14500,26.0113,377163.85,0.5085173193577853,-0.049257,0.5585510077982279,103605.29,1.2603804489599055,1.600213495331514,0.07699401003473708,1.5087089868984824,1.4390148379369956,1,0,1,medium_high,1.5707963267948966,10
S000467,U0032,416990.0,17016.42,moderate,39773.63,buy,SZSE,116402,2026-01-05 10:17:00,2,200,66.2432,13248.64,0.5965284918788335,0.076127,0.8634916904797888,1341.92,3.0095342603824315,0.11468028476982434,1.6789593337574893,0.49971570219329453,1.5360341470306178,0,0,1,medium,1.5707963267948966,10
S000164,U0047,237980.0,117094.89,aggressive,14229.66,buy,SZSE,399918,2026-01-05 10:19:00,21,2100,47.4242,99590.82,0.5813922987388799,-0.092554,1.0499174662300679,31580.07,1.9623722589249029,2.104188718095427,1.0460855360236823,2.283011688999262,0.6546281966552835,1,0,0,medium,3.141592653589793,10
S000473,U0055,1668168.0,503142.53,moderate,71575.85,buy,SZSE,709166,2026-01-05 12:06:00,617,61700,5.969,368287.3,2.7798854603096714,-0.15627,1.7730138762687107,1387524.34,0.9166766842039794,1.0870318704647117,0.745794315026132,1.1931073108091104,0.41938741105086147,0,1,0,medium,1.5707963267948966,12
S000256,U0036,1726969.0,324872.26,moderate,214712.68,buy,SZSE,520568,2026-01-05 09:41:00,82,8200,26.7525,219370.5,1.2218082604110245,0.008,0.09033598191831875,204016.41,0.07457446513244324,0.6047326700065154,2.1937081342311053,1.130511325137817,0.3737395757711892,0,0,0,low,1.5707963267948966,9
S000105,U0054,470046.0,95536.86,aggressive,30612.11,buy,SZSE,129145,2026-01-05 11:10:00,12,1200,60.47,72564.0,0.9296226911989206,0.117879,1.3373243433759752,20846.18,1.1587170826567215,0.7454399859954272,1.1409080063768076,0.9687332732830544,0.5592382788117226,0,0,0,low,3.141592653589793,11
S000041,U0001,1472110.0,143946.82,conservative,95747.59,buy,SZSE,259783,2026-01-05 11:36:00,46,4600,28.8547,132731.62,0.34755626433009235,0.138591,1.5723794762267562,66055.4,0.8604192221269485,0.4150889667257553,1.139401273238197,0.6421795877183958,0.6881673452456596,0,0,0,low,0.0,11
S000286,U0037,264136.0,5186.92,conservative,24817.43,buy,SZSE,520427,2026-01-05 10:37:00,5,500,8.9011,4450.55,0.10468576062421786,-0.02637,0.29881236230016744,50176.58,1.4994346693308336,0.03790820309974257,1.6536071660908787,0.41668541214291743,0.05095769236732909,0,0,0,low,0.0,10
S000428,U0165,293756.0,85340.85,moderate,12307.03,buy,SZSE,424575,2026-01-05 10:11:00,109,10900,5.301,57780.9,1.7921091347896412,0.061926,0.7023282131905871,51530.46,1.991167547570966,0.9631655565186972,0.7278082994662932,1.0656892841182497,2.2032679952403775,0,1,1,medium_high,1.5707963267948966,10
S000489,U0129,1189375.0,301523.14,aggressive,105028.64,buy,SZSE,463342,2026-01-05 11:03:00,76,7600,32.4698,246770.48,1.3560865174063133,-0.051366,0.5824855035100035,205720.52,1.6453041361665852,1.01863650860239,1.5531116400800211,1.356160862413281,0.33904045096026003,0,0,0,low,3.141592653589793,11
S000329,U0125,1088683.0,601415.34,moderate,56539.13,buy,SSE,626394,2026-01-05 11:51:00,100,10000,47.0369,470369.0,1.2499660738388716,0.231536,2.627188250020492,142240.5,3.038222899811287,2.1739980433854984,0.906313053202001,2.31200795177824,0.6952677280873653,1,1,0,medium_high,1.5707963267948966,11
S000170,U0157,540370.0,238273.75,aggressive,34281.81,buy,SZSE,220578,2026-01-05 11:03:00,238,23800,8.6591,206086.58,0.9508894170761836,0.126193,1.4316777797665408,1136501.72,0.49607883384134377,1.913303192328165,1.1109543720874318,2.113095812630378,0.1681688953621978,1,0,0,medium,3.141592653589793,11
S000465,U0090,1254532.0,411168.05,moderate,24708.91,buy,SSE,659222,2026-01-05 11:18:00,39,3900,70.4782,274864.98,0.541975969363005,-0.229733,2.606726469191506,63185.55,1.9077945220188923,1.078409955281582,0.33303621490887525,1.0667100800672562,0.603643274799209,0,1,0,medium,1.5707963267948966,11
S000569,U0042,733731.0,282903.29,moderate,112900.82,buy,SZSE,363594,2026-01-05 12:19:00,43,4300,56.479,242859.7,2.1367557007810674,0.206125,2.3388053811101406,290047.51,2.4438401500088,1.6540748318656504,2.7190647058819217,2.3164688488671055,0.10285763182755697,1,1,0,medium_high,1.5707963267948966,12
S000111,U0108,1669799.0,707327.02,moderate,185958.33,buy,SSE,695981,2026-01-05 09:47:00,65,6500,78.0323,507209.95,3.1135385521819376,0.178635,2.026828478731424,608432.71,1.8757730945522981,1.5139454176080702,1.9631813427477893,1.9622488962205995,0.05862871986729073,1,1,0,medium_high,1.5707963267948966,9
S000271,U0057,1986462.0,35539.37,moderate,227149.94,buy,SZSE,380087,2026-01-05 11:06:00,45,4500,7.133,32098.5,0.5943851101323309,0.062244,0.7059371129707411,35394.66,3.008414443601751,0.03435410487971536,2.016232646564828,0.5167443399642594,1.3021582528973463,0,0,1,medium,1.5707963267948966,11
S000475,U0035,467229.0,55518.7,aggressive,73037.93,buy,SSE,664120,2026-01-05 10:24:00,6,600,70.8079,42484.74,0.8671650080481405,-0.13231,1.5010980311979927,6856.31,0.2172711177562674,0.4190244399599692,2.7626191274532963,1.1096633492823085,0.8790100757126675,0,0,0,low,3.141592653589793,10
S000013,U0122,428596.0,5957.29,moderate,28231.26,buy,SZSE,65511,2026-01-05 10:58:00,1,100,56.5668,5656.68,0.25357588888061144,0.118753,1.347243143400675,1420.96,2.3772377138626277,0.01912343864135862,1.1541275313138064,0.2554873129694675,0.6960320758537942,0,0,0,low,1.5707963267948966,10
